order_item_id,order_id,product_id,quantity,price
340,120,644,7,167.11
341,121,406,3,448.28
342,121,335,10,27.77
343,121,857,1,23.09
344,122,332,10,380.13
345,122,775,10,399.66
346,122,41,9,65.41
347,123,741,3,234.03
348,124,66,2,273.63
349,124,144,3,153.93
350,124,105,9,454.25
351,124,168,4,97.33
352,125,773,6,68.11
353,126,347,2,319.37
354,126,423,6,50.15
355,126,769,2,174.33
356,127,411,9,163.06
357,127,64,9,181.59
358,127,427,7,223.56
359,127,712,3,299.84
360,128,843,2,93.13
361,128,834,4,92.31
362,128,460,3,63.81
363,128,119,5,446.82
364,128,233,4,290.57
365,129,661,9,181.27
366,130,54,4,447.94
367,131,44,1,455.11
368,131,225,4,136.28
369,131,973,3,367.62
370,131,978,3,30.46
371,132,328,6,307.8
372,132,397,7,429.91
373,132,20,9,149.16
374,132,784,5,176.12
375,132,505,1,343.94
376,133,564,2,12.2
377,133,42,4,250.11
378,133,604,1,48.91
379,133,214,4,116.01
380,134,504,1,407.83
381,134,358,2,294.96
382,134,596,6,239.61
383,134,522,3,193.54
384,134,407,4,197.65
385,135,550,1,387.3
386,135,938,10,457.58
387,136,273,9,434.2
388,136,384,9,439.35
389,136,398,3,217.35
390,137,773,10,68.11
391,137,263,6,74.34
392,138,335,5,27.77
393,138,403,2,255.1
394,139,463,1,374.29
395,139,457,10,10.62
396,139,991,9,400.71
397,140,210,3,84.6
398,140,116,1,436.37
399,140,397,2,429.91
400,140,761,4,80.08
401,141,778,10,362.52
402,141,754,5,170.78
403,142,908,10,174.2
404,142,838,5,184.38
405,143,475,1,266.21
406,143,664,4,122.43
407,143,581,5,232.27
408,144,524,1,421.85
409,144,318,1,90.78
410,145,850,3,299.72
411,145,882,6,337.59
412,146,512,7,212.03
413,146,738,6,409.22
414,147,401,10,56.05
415,147,772,3,423.99
416,147,943,8,327.45
417,147,492,9,311.97
418,148,293,4,412.19
419,148,80,10,62.36
420,148,110,1,43.11
421,148,874,1,207.32
422,148,635,1,58.05
423,149,970,5,240.64
424,150,311,8,222.29
425,151,747,10,195.03
426,151,985,3,365.45
427,151,100,1,58.41
428,151,377,4,423.21
429,152,995,7,183.68
430,152,760,6,395.36
431,153,287,7,235.47
432,154,305,1,364.42
433,155,310,3,139.06
434,156,468,4,434.96
435,156,124,1,59.48
436,156,902,8,18.13
437,157,15,2,95.0
438,157,89,4,444.17
439,158,891,10,362.52
440,158,712,9,299.84
441,158,280,5,398.92
442,158,24,10,186.35
443,159,65,3,144.06
444,159,221,2,330.52
445,159,408,7,10.36
446,159,31,1,305.73
447,160,443,8,190.26
448,160,423,3,50.15
449,160,997,1,459.07
450,160,591,1,73.72
451,161,983,5,57.77
452,162,737,8,199.26
453,162,208,5,333.43
454,162,25,5,230.75
455,163,241,8,470.53
456,163,830,1,228.85
457,164,895,10,335.7
458,165,573,8,201.29
459,165,811,4,492.5
460,165,733,1,334.27
461,165,294,6,183.29
462,166,613,6,315.81
463,167,841,8,11.48
464,167,558,3,19.25
465,167,383,6,316.33
466,167,744,9,253.85
467,168,150,6,142.93
468,168,753,6,315.72
469,168,417,3,150.14
470,168,595,7,448.91
471,168,382,8,349.88
472,169,786,5,454.68
473,169,152,8,123.58
474,169,692,9,215.59
475,170,369,7,101.92
476,170,89,10,444.17
477,170,260,3,53.1
478,170,341,6,248.35
479,171,462,9,326.36
480,171,883,3,14.76
481,171,912,1,137.69
482,171,352,9,428.96
483,172,614,6,45.47
484,172,554,3,282.66
485,173,143,4,251.14
486,173,845,7,78.59
487,173,84,7,36.46
488,173,902,2,18.13
489,173,514,9,433.7
490,174,533,2,498.34
491,175,5,5,82.23
492,175,957,9,261.86
493,175,681,3,409.45
494,175,758,4,269.06
495,175,701,6,268.63
496,176,120,6,271.97
497,176,750,6,314.0
498,176,562,7,110.42
499,176,536,7,472.66
500,177,591,6,73.72
501,177,768,7,439.0
502,178,232,8,253.81
503,179,855,4,106.54
504,179,734,1,263.92
505,180,820,2,170.92
506,180,508,3,412.16
507,180,938,2,457.58
508,180,712,5,299.84
509,180,248,7,483.49
510,181,846,4,210.24
511,181,555,2,438.94
512,181,975,4,20.44
513,182,17,1,155.6
514,183,124,4,59.48
515,183,191,2,51.09
516,183,69,5,41.9
517,184,974,2,111.4
518,184,433,6,311.02
519,184,678,7,201.94
520,184,11,10,15.19
521,185,352,7,428.96
522,185,384,4,439.35
523,185,312,7,43.84
524,186,604,8,48.91
525,186,651,10,48.03
526,186,608,1,185.31
527,186,696,8,307.26
528,186,33,8,37.2
529,187,360,1,289.86
530,187,262,8,495.08
531,187,882,7,337.59
532,188,789,2,233.69
533,188,433,10,311.02
534,188,636,6,226.47
535,188,972,8,468.73
536,188,28,7,259.55
537,189,986,8,250.27
538,190,487,5,27.5
539,191,95,2,386.63
540,191,252,2,195.62
541,191,466,7,190.56
542,191,768,6,439.0
543,191,248,10,483.49
544,192,36,6,405.16
545,192,318,9,90.78
546,192,796,8,436.7
547,192,222,10,286.31
548,193,98,1,216.63
549,193,701,3,268.63
550,193,608,1,185.31
551,193,958,9,28.25
552,194,71,9,387.26
553,194,186,8,331.69
554,194,282,10,172.31
555,194,398,9,217.35
556,195,260,10,53.1
557,196,715,9,177.69
558,197,179,8,468.68
559,197,301,3,30.58
560,197,41,5,65.41
561,197,616,6,460.83
562,198,113,3,465.2
563,198,992,2,348.87
564,198,204,8,449.78
565,198,498,4,43.48
566,199,397,3,429.91
567,200,45,5,133.1
568,200,188,4,279.82
569,200,349,10,190.43
570,200,866,8,282.02
571,201,731,8,86.31
572,201,828,2,176.74
573,202,169,3,25.18
574,203,759,10,447.48
575,203,577,1,77.8
576,204,509,6,475.15
577,204,814,7,460.82
578,204,22,9,74.05
579,204,920,6,74.36
580,205,109,7,118.26
581,205,486,1,451.07
582,205,286,7,22.79
583,205,571,7,259.42
584,205,69,2,41.9
585,206,270,6,150.33
586,207,411,9,163.06
587,207,942,4,279.32
588,207,929,3,318.57
589,207,124,1,59.48
590,208,89,10,444.17
591,208,192,4,449.12
592,209,676,9,491.28
593,209,383,9,316.33
594,209,270,8,150.33
595,209,69,3,41.9
596,210,424,2,249.74
597,210,574,1,312.93
598,210,238,4,17.04
599,210,151,5,454.59
600,210,137,7,261.8
601,211,381,1,63.49
602,212,808,1,463.16
603,212,116,9,436.37
604,212,682,5,132.66
605,212,600,9,25.23
606,212,10,5,355.5
607,213,328,4,307.8
608,213,882,8,337.59
609,214,194,8,318.39
610,214,490,8,445.68
611,215,102,3,320.02
612,215,398,9,217.35
613,216,880,2,114.88
614,216,150,3,142.93
615,216,879,9,18.41
616,216,149,2,30.48
617,216,490,9,445.68
618,217,580,3,132.83
619,218,642,7,164.43
620,218,860,6,37.53
621,219,848,5,498.45
622,219,417,1,150.14
623,220,44,6,455.11
624,220,800,7,461.64
625,220,29,4,298.25
626,220,688,6,143.59
627,221,461,10,63.18
628,221,857,4,23.09
629,221,767,3,382.42
630,221,491,10,230.55
631,222,911,7,297.2
632,222,662,3,493.33
633,222,248,10,483.49
634,222,534,5,279.94
635,222,510,2,364.23
636,223,615,1,437.42
637,223,428,2,444.41
638,223,576,2,475.01
639,223,722,3,94.71
640,224,379,5,408.16
641,225,288,8,273.61
642,225,666,6,80.67
643,225,311,9,222.29
644,225,620,6,375.39
645,226,876,8,82.3
646,226,524,8,421.85
647,226,396,10,465.72
648,227,946,10,10.44
649,227,614,10,45.47
650,227,141,8,481.41
651,227,346,2,309.85
652,227,709,8,131.05
653,228,546,9,182.29
654,228,632,2,448.13
655,228,258,5,349.53
656,229,896,5,106.47
657,229,609,9,254.19
658,229,234,6,248.8
659,230,929,4,318.57
660,230,580,4,132.83
661,230,357,5,18.12
662,231,846,6,210.24
663,231,531,7,407.39
664,232,271,10,405.63
665,232,435,4,46.63
666,232,787,10,293.78
667,233,822,5,7.29
668,233,195,6,172.82
669,234,567,6,199.16
670,234,210,8,84.6
671,234,596,9,239.61
672,234,178,2,196.43
673,234,742,5,154.18
674,235,211,10,276.62
675,235,809,6,228.17
676,236,909,8,133.41
677,236,384,4,439.35
678,237,496,5,179.91
679,237,955,10,212.29
680,237,471,9,11.02
681,237,350,3,314.8
682,238,621,2,96.34
683,238,259,2,287.18
684,238,990,7,410.46
685,239,403,1,255.1
686,239,69,4,41.9
687,239,832,5,228.96
688,239,951,8,302.26
689,239,466,9,190.56
690,240,841,5,11.48
691,240,524,10,421.85
692,240,431,4,75.78
693,240,273,1,434.2
694,240,438,8,411.82
695,241,111,8,148.43
696,241,448,7,377.92
697,241,321,2,276.87
698,241,144,3,153.93
699,241,126,6,216.42
700,242,43,2,22.02
701,243,111,9,148.43
702,243,549,5,262.55
703,243,131,2,211.62
704,244,210,1,84.6
705,244,913,10,313.95
706,244,62,1,139.32
707,244,115,6,318.53
708,245,737,5,199.26
709,245,292,7,23.49
710,245,247,4,216.95
711,245,226,10,125.77
712,245,619,10,404.07
713,246,951,9,302.26
714,246,363,4,231.84
715,246,156,1,124.82
716,247,599,6,100.18
717,247,781,4,348.5
718,247,176,7,91.31
719,247,209,9,7.51
720,247,632,1,448.13
721,248,94,10,282.83
722,248,759,10,447.48
723,249,829,8,370.06
724,249,128,2,431.06
725,249,253,7,426.31
726,250,248,8,483.49
727,250,625,3,311.04
728,251,940,4,290.38
729,251,287,2,235.47
730,252,245,5,12.65
731,253,594,10,176.11
732,253,870,7,473.33
733,253,457,4,10.62
734,253,238,2,17.04
735,254,419,8,337.9
736,255,154,7,247.28
737,255,872,10,139.02
738,255,769,7,174.33
739,255,24,9,186.35
740,256,211,8,276.62
741,256,448,9,377.92
742,256,351,6,254.05
743,257,512,9,212.03
744,258,398,8,217.35
745,258,622,4,108.63
746,258,382,3,349.88
747,258,721,2,469.48
748,258,616,7,460.83
749,259,807,7,467.51
750,259,213,4,327.72
751,260,362,7,323.43
752,260,281,4,445.55
753,260,733,5,334.27
754,261,389,10,376.55
755,261,899,8,11.44
756,262,703,10,171.62
757,263,661,2,181.27
758,263,464,1,293.77
759,264,586,6,123.87
760,264,369,7,101.92
761,264,21,8,307.87
762,264,447,8,493.07
763,265,92,7,358.06
764,265,262,6,495.08
765,265,235,5,101.65
766,265,376,5,162.89
767,266,162,3,317.99
768,266,225,10,136.28
769,266,661,9,181.27
770,266,614,9,45.47
771,267,867,1,81.84
772,267,391,6,495.3
773,268,779,4,361.42
774,269,725,3,289.36
775,270,631,9,358.11
776,271,257,2,468.4
777,272,955,5,212.29
778,272,464,3,293.77
779,272,301,3,30.58
780,272,880,7,114.88
781,272,286,3,22.79
782,273,420,5,377.43
783,273,171,9,340.39
784,274,238,2,17.04
785,275,54,10,447.94
786,275,671,3,90.82
787,275,296,9,263.51
788,275,482,7,349.4
789,275,917,3,150.76
790,276,18,4,264.75
791,276,618,2,142.05
792,277,792,2,295.18
793,278,837,3,457.85
794,278,547,2,61.21
795,278,798,8,284.74
796,279,780,6,322.37
797,279,741,3,234.03
798,279,157,9,337.71
799,279,955,3,212.29
800,279,252,1,195.62
801,280,876,3,82.3
802,280,785,5,94.89
803,280,526,1,237.0
804,281,517,1,191.35
805,281,404,3,414.1
806,281,172,1,13.21
807,281,481,3,316.55
808,281,867,3,81.84
809,282,883,10,14.76
810,282,855,6,106.54
811,283,802,5,80.51
812,283,474,4,446.12
813,283,466,3,190.56
814,283,728,2,398.66
815,283,731,4,86.31
816,284,656,10,68.15
817,284,773,1,68.11
818,285,387,3,144.61
819,286,295,8,67.89
820,287,819,8,32.11
821,287,694,7,124.99
822,287,564,9,12.2
823,287,744,7,253.85
824,287,911,9,297.2
825,288,986,9,250.27
826,288,363,10,231.84
827,288,592,7,322.23
828,288,770,5,411.52
829,289,960,7,370.33
830,289,171,9,340.39
831,289,879,8,18.41
832,289,130,1,257.82
833,289,212,2,347.49
834,290,377,5,423.21
835,290,119,10,446.82
836,290,926,7,16.12
837,290,392,7,209.25
838,290,307,6,260.57
839,291,323,8,331.8
840,292,769,1,174.33
841,292,221,7,330.52
842,293,461,10,63.18
843,293,810,3,61.05
844,294,406,4,448.28
845,294,146,1,23.26
846,294,923,4,447.8
847,295,259,8,287.18
848,295,409,8,453.16
849,295,730,8,86.01
850,295,381,4,63.49
851,296,134,7,172.12
852,296,983,1,57.77
853,296,252,3,195.62
854,296,919,2,382.98
855,297,384,1,439.35
856,297,359,8,470.41
857,297,932,7,418.29
858,298,80,10,62.36
859,298,302,6,268.02
860,298,841,9,11.48
861,298,565,8,178.54
862,299,957,8,261.86
863,300,361,6,197.14
864,301,318,9,90.78
865,301,170,1,297.49
866,302,150,9,142.93
867,303,62,1,139.32
868,303,522,4,193.54
869,303,646,9,445.81
870,304,25,8,230.75
871,304,414,6,288.85
872,304,818,10,202.51
873,305,356,10,323.0
874,305,335,5,27.77
875,305,377,1,423.21
876,305,821,9,402.41
877,306,127,8,409.92
878,306,777,8,118.48
879,306,444,9,188.47
880,306,38,9,53.35
881,306,747,10,195.03
882,307,69,3,41.9
883,307,956,7,194.65
884,307,339,8,239.72
885,307,750,5,314.0
886,307,148,3,253.83
887,308,96,10,249.43
888,308,394,5,389.32
889,309,226,1,125.77
890,309,46,5,332.95
891,309,13,3,417.06
892,309,200,7,391.04
893,310,199,7,444.11
894,310,819,3,32.11
895,310,438,9,411.82
896,310,582,5,490.12
897,310,939,4,63.29
898,311,68,3,402.09
899,312,272,8,406.01
900,313,225,8,136.28
901,314,948,8,450.51
902,314,117,2,402.82
903,315,832,6,228.96
904,315,632,6,448.13
905,315,872,8,139.02
906,315,979,5,250.7
907,316,572,9,392.91
908,316,911,6,297.2
909,316,647,6,298.83
910,316,540,3,68.93
911,316,684,10,335.98
912,317,699,5,81.41
913,317,826,10,460.33
914,317,797,4,466.4
915,317,232,1,253.81
916,317,445,8,407.34
917,318,337,9,428.45
918,318,308,8,164.86
919,318,997,7,459.07
920,319,975,10,20.44
921,320,821,5,402.41
922,320,110,3,43.11
923,320,569,4,452.56
924,321,902,4,18.13
925,321,476,3,496.52
926,322,715,9,177.69
927,323,372,7,14.02
928,323,761,7,80.08
929,323,430,10,62.95
930,323,340,5,53.43
931,323,84,4,36.46
932,324,639,8,138.28
933,324,972,2,468.73
934,325,949,1,437.58
935,325,447,7,493.07
936,325,835,7,251.69
937,326,425,8,33.49
938,326,32,6,89.41
939,327,122,5,448.57
940,327,242,8,477.19
941,327,901,8,107.9
942,328,603,4,92.62
943,328,416,7,226.98
944,328,870,4,473.33
945,328,294,4,183.29
946,329,824,3,202.09
947,329,345,3,202.26
948,329,613,6,315.81
949,329,608,7,185.31
950,329,874,2,207.32
951,330,85,2,158.94
952,331,154,9,247.28
953,332,505,2,343.94
954,332,957,3,261.86
955,332,53,1,470.05
956,332,483,3,230.0
957,333,137,5,261.8
958,334,696,6,307.26
959,334,683,10,89.59
960,334,90,1,238.75
961,335,915,5,278.26
962,335,339,2,239.72
963,336,597,2,335.44
964,337,630,1,129.96
965,338,809,3,228.17
966,338,919,7,382.98
967,339,111,5,148.43
968,339,608,5,185.31
969,339,631,9,358.11
970,339,74,10,408.65
971,340,142,2,129.63
972,340,474,10,446.12
973,340,873,5,323.78
974,341,659,9,324.73
975,341,99,8,17.58
976,342,230,5,317.41
977,342,33,7,37.2
978,342,873,6,323.78
979,342,681,3,409.45
980,342,712,8,299.84
981,343,368,9,453.15
982,343,314,5,481.51
983,343,670,7,146.12
984,343,429,4,178.7
985,344,683,6,89.59
986,344,216,4,122.44
987,344,473,3,26.36
988,345,38,2,53.35
989,345,61,10,197.4
990,346,152,2,123.58
991,347,130,3,257.82
992,347,741,2,234.03
993,347,290,6,297.46
994,347,705,6,36.37
995,348,245,8,12.65
996,348,446,7,473.89
997,348,126,9,216.42
998,348,747,10,195.03
999,348,310,4,139.06
1000,349,672,1,448.9
1001,349,373,3,51.75
1002,349,401,4,56.05
1003,349,354,2,85.65
1004,350,33,5,37.2
1005,351,192,8,449.12
1006,351,475,7,266.21
1007,351,803,6,290.26
1008,351,461,3,63.18
1009,352,764,7,373.25
1010,352,675,6,208.15
1011,352,982,10,386.6
1012,353,8,3,433.76
1013,353,978,5,30.46
1014,354,96,8,249.43
1015,354,897,6,150.11
1016,354,152,1,123.58
1017,354,906,3,446.87
1018,355,526,10,237.0
1019,355,508,5,412.16
1020,356,739,3,222.37
1021,356,428,1,444.41
1022,357,647,6,298.83
1023,358,820,10,170.92
1024,358,382,6,349.88
1025,358,3,2,367.34
1026,359,791,9,80.91
1027,359,207,4,55.23
1028,359,152,6,123.58
1029,359,697,9,147.87
1030,360,544,7,337.49
1031,360,911,9,297.2
1032,360,605,10,64.71
1033,361,202,7,46.65
1034,361,789,1,233.69
1035,361,466,10,190.56
1036,361,561,5,353.52
1037,361,552,8,426.83
1038,362,292,6,23.49
1039,363,418,10,167.69
1040,364,486,7,451.07
1041,365,937,10,14.1
1042,365,586,4,123.87
1043,365,946,6,10.44
1044,365,855,10,106.54
1045,366,461,5,63.18
1046,366,308,1,164.86
1047,367,685,10,465.04
1048,367,261,7,309.43
1049,368,5,9,82.23
1050,368,235,1,101.65
1051,368,228,8,199.58
1052,369,407,1,197.65
1053,369,441,1,46.99
1054,370,822,5,7.29
1055,371,834,9,92.31
1056,371,963,7,126.45
1057,371,17,9,155.6
1058,371,890,5,125.37
1059,371,788,10,203.42
1060,372,509,10,475.15
1061,373,547,9,61.21
1062,373,295,2,67.89
1063,374,948,7,450.51
1064,374,575,6,431.87
1065,375,559,4,378.79
1066,375,15,7,95.0
1067,376,337,4,428.45
1068,377,22,2,74.05
1069,377,133,5,64.33
1070,377,174,5,117.12
1071,377,688,5,143.59
1072,378,166,7,418.47
1073,378,209,3,7.51
1074,378,371,2,54.89
1075,378,784,5,176.12
1076,379,556,9,204.72
1077,379,655,2,218.67
1078,379,79,3,182.44
1079,380,874,1,207.32
1080,381,68,5,402.09
1081,381,989,3,126.97
1082,382,784,8,176.12
1083,383,125,9,117.83
1084,383,785,9,94.89
1085,383,477,9,41.53
1086,384,493,10,142.3
1087,385,805,2,214.94
1088,385,365,2,471.03
1089,385,362,3,323.43
1090,386,826,4,460.33
1091,386,559,5,378.79
1092,386,743,1,375.07
1093,386,933,10,492.28
1094,387,65,3,144.06
1095,388,351,3,254.05
1096,388,535,9,385.65
1097,389,491,6,230.55
1098,389,31,6,305.73
1099,390,812,7,420.25
1100,390,107,9,208.14
1101,390,795,7,13.96
1102,390,218,3,374.51
1103,391,636,8,226.47
1104,391,793,10,255.41
1105,392,1000,4,225.77
1106,393,571,8,259.42
1107,393,397,6,429.91
1108,393,658,6,184.73
1109,393,204,1,449.78
1110,394,464,4,293.77
1111,395,585,6,318.53
1112,396,681,6,409.45
1113,397,426,1,277.02
1114,397,993,6,139.71
1115,397,883,8,14.76
1116,398,138,2,352.99
1117,399,534,9,279.94
1118,399,785,2,94.89
1119,399,608,3,185.31
1120,399,485,8,294.24
1121,399,567,9,199.16
1122,400,123,10,162.41
1123,400,831,1,116.18
1124,400,806,6,369.54
1125,401,320,9,128.87
1126,401,842,7,333.45
1127,402,40,2,222.88
1128,402,57,5,48.8
1129,402,681,3,409.45
1130,403,836,7,212.37
1131,403,157,5,337.71
1132,403,349,7,190.43
1133,404,999,9,475.37
1134,405,77,8,386.78
1135,405,316,5,349.51
1136,405,417,1,150.14
1137,406,292,6,23.49
1138,407,729,2,104.81
1139,407,891,3,362.52
1140,408,618,10,142.05
1141,408,873,2,323.78
1142,408,372,2,14.02
1143,408,98,5,216.63
1144,408,787,6,293.78
1145,409,910,2,192.95
1146,409,188,10,279.82
1147,409,218,10,374.51
1148,410,238,1,17.04
1149,411,319,9,82.44
1150,411,773,9,68.11
